MASTERID,STRATUM,WT_A,income,logincome,region,numadults,numchildren,age,female,medicaid,insured,ownhome,educcat,racecat
21175665P,83,351.2964783,30000,10.30898599,M,2,0,46,1,0,0,1,7,1
21176986K,19,133.3901672,38400,10.55583878,R,3,2,28,1,0,1,1,6,1
21177702G,57,24.71641159,35000,10.46313191,R,1,0,65,1,0,1,1,6,1
21179478B,86,774.3040161,16000,9.680406499,M,1,0,22,0,0,1,0,5,1
21180492X,88,45.23828125,19200,9.86271764,M,1,0,91,1,0,1,0,7,1
21180975J,103,541.2265625,60000,11.00211651,S,2,0,59,0,0,1,1,4,1
21182860C,87,95.7440567,,,M,1,0,61,0,0,1,1,7,1
21183629H,21,222.4393463,52000,10.85901823,R,3,0,38,0,0,1,0,5,1
21183654C,86,635.4486694,250000,12.4292202,M,1,2,34,0,0,1,1,5,1
21183933C,70,77.8199234,60000,11.00211651,R,1,0,40,1,0,1,1,3,1
21184048H,21,49.98923111,13000,9.472781557,R,1,0,94,1,0,1,0,4,1
21186685G,73,75.46530914,32000,10.37352243,A,1,0,46,0,0,1,1,4,1
21191191J,79,133.7701263,52000,10.85901823,R,2,3,34,1,0,1,1,5,1
21192182H,80,26.72666168,5784,8.66302364,R,1,2,41,1,1,1,0,5,1
21192914G,84,112.1891327,20000,9.903537551,M,1,1,28,1,0,1,1,4,2
21193605J,54,17.89317513,,,R,1,0,73,1,0,1,1,7,1
21194469H,37,43.24485397,20364,9.92157302,A,1,0,76,1,0,1,1,3,1
21196056A,86,406.2402344,,,M,1,0,20,1,0,1,0,4,2
21200016A,72,70.77552033,,,S,1,0,86,1,1,1,0,4,1
21200144F,103,695.3408203,12000,9.392745259,M,1,0,22,1,0,1,0,6,1
21203008K,27,687.0886231,,,S,3,0,27,0,0,0,1,4,1
21206633J,9,248.6460877,70000,11.15626481,M,2,2,27,1,0,1,1,8,1
21206907U,99,40.49101639,8000,8.987321813,M,1,0,49,1,1,1,0,4,2
21209019H,44,9.463226318,,,M,1,0,59,1,0,1,1,6,1
21209646C,34,39.22525406,6000,8.699681401,A,1,0,49,1,1,1,0,3,1
21210341A,87,132.1844482,15136,9.624897357,M,1,0,60,1,0,1,1,3,1
21212590H,54,33.35882568,27000,10.20362918,R,1,0,73,1,0,1,1,4,1
21215058H,39,93.96578217,,,R,2,1,59,1,0,1,1,4,1
21216122L,22,78.05337524,,,S,2,0,60,1,0,1,1,8,1
21217031J,77,344.7744751,36000,10.491302,R,1,0,56,0,0,1,1,3,1
21222417L,95,159.4759674,26000,10.16589028,M,1,2,45,1,0,1,0,4,1
21222599A,101,205.040329,0,0,S,3,0,57,0,0,1,0,5,3
21222747J,58,35.4489708,38000,10.54536775,R,2,2,26,1,0,1,1,5,1
21222818K,103,643.6052246,70000,11.15626481,M,4,1,40,1,0,0,1,8,1
21225066F,27,548.8404541,95000,11.4616427,S,2,5,38,0,0,1,1,8,1
21228434C,1,14.05185413,,,A,3,2,66,1,0,1,1,6,1
21230116A,87,122.9916458,120000,11.69525536,M,1,0,44,1,0,1,1,8,1
21230544B,84,12.38666821,800000,13.59236826,M,1,0,53,1,0,1,1,5,2
21232543F,70,208.890625,12000,9.392745259,R,2,3,31,0,1,1,0,5,1
21232987A,46,188.8641815,18000,9.798182591,A,2,0,88,0,1,1,0,2,1
21233522A,103,287.8439331,20000,9.903537551,M,1,0,26,0,0,1,0,7,4
21234596F,71,106.9444504,30000,10.30898599,M,1,1,50,1,0,1,0,4,1
21235067F,83,215.0790253,14000,9.546884035,M,1,0,81,1,0,1,0,5,1
21238586L,79,369.2776794,,,R,2,0,69,0,0,1,0,3,1
21240665F,13,28.08065414,,,A,1,0,74,1,0,1,1,5,1
21240872A,16,42.92681503,19000,9.852246888,A,2,0,84,1,0,1,1,4,1
21243903C,8,42.97610474,100000,11.51293547,A,2,2,43,0,0,1,1,5,1
21244865F,77,293.382843,70000,11.15626481,S,2,2,39,1,0,1,1,4,1
21245302B,14,31.83026505,22000,9.998843186,R,1,0,67,0,0,1,1,4,1
21246499J,29,92.6421814,,,R,2,0,61,1,0,1,1,5,1
21246667K,74,26.39831352,21000,9.952325335,S,1,0,59,1,0,1,1,4,1
21248323J,9,151.524231,70000,11.15626481,M,2,0,58,1,0,1,1,4,1
21258835C,63,66.58811951,11016,9.307194813,R,1,0,84,1,0,1,0,2,1
21261679A,85,48.77569962,50000,10.81979828,M,1,0,44,1,0,1,1,6,2
21262355A,1,22.51589966,75000,11.22525673,A,2,2,33,1,0,1,0,6,1
21262386F,19,57.7036171,52000,10.85901823,R,2,2,42,1,0,1,1,7,1
21263722L,98,48.34462357,25000,10.1266711,M,1,0,63,1,0,1,1,4,1
21264361B,19,188.057312,45000,10.71443999,R,2,4,34,1,0,1,1,7,1
21265953J,72,154.9634857,10000,9.210440367,S,1,3,28,1,1,1,1,4,1
21266404E,103,191.9900513,85000,11.3504183,R,2,3,43,1,0,1,1,7,1
21267936K,67,143.1834564,,,R,3,0,53,0,0,1,1,5,1
21268054K,97,79.03483582,100000,11.51293547,M,2,1,37,1,0,1,1,8,2
21270486F,90,290.5917053,,,M,2,0,66,1,0,1,1,4,1
21270804K,68,55.13251877,90000,11.40757606,A,2,1,48,1,0,1,1,8,1
21282048Z,100,74.39842987,13000,9.472781557,M,1,3,31,1,1,1,0,4,1
21287621E,86,393.7051086,24000,10.08585078,M,1,1,57,0,0,0,1,4,1
21289712F,68,124.5277405,85000,11.3504183,A,2,2,31,1,0,1,1,7,1
21290565A,77,112.5207443,,,R,2,0,65,0,0,1,1,7,1
21293581B,87,50.9659195,48000,10.77897712,M,1,0,86,1,0,1,1,7,1
21293717K,17,76.10934448,20000,9.903537551,R,2,0,51,1,0,1,1,4,1
21297542K,29,43.43621063,,,R,1,0,80,1,0,1,1,4,1
21300829J,84,228.5618591,,,M,2,0,71,0,0,1,1,4,1
21302580B,46,99.28484345,34000,10.43414522,M,2,0,52,1,0,1,1,4,1
21303862E,94,125.4740143,15288,9.634888895,M,1,1,43,1,1,1,0,3,2
21304957E,33,24.32670593,,,A,2,0,59,0,0,1,1,8,1
21307295B,30,53.75475693,90000,11.40757606,R,2,0,62,1,0,1,1,4,1
21315616G,53,10.55553913,,,A,2,1,50,1,0,1,1,7,1
21317302G,78,255.684372,15000,9.615872145,A,3,0,44,1,0,1,0,4,1
21318083A,64,22.89864159,24000,10.08585078,R,1,0,49,1,0,1,0,5,1
21318677L,84,301.5093384,27000,10.20362918,M,1,2,29,1,0,1,0,4,2
21319193L,94,23.13783264,35000,10.46313191,M,1,0,56,0,0,1,1,8,1
21319305A,43,124.3177338,40000,10.59665973,R,3,0,46,1,0,1,1,4,1
21320750H,87,245.9832916,90000,11.40757606,M,2,3,42,1,0,1,1,7,1
21320986E,45,393.6837463,,,S,3,1,32,0,1,1,1,4,1
21322036E,21,70.97766876,54000,10.89675784,R,1,0,32,1,0,1,1,8,1
21324737G,71,307.8000488,48000,10.77897712,M,2,0,68,0,0,1,1,4,1
21333783C,98,584.5045166,35000,10.46313191,M,1,1,51,0,0,0,1,7,1
21334202B,29,112.4353256,30000,10.30898599,R,2,0,77,0,0,1,1,5,1
21336052F,77,209.4097443,100000,11.51293547,R,2,0,31,1,0,1,1,7,1
21337913E,81,89.79251099,257000,12.45683526,S,2,1,44,0,0,1,1,8,1
21338786H,21,86.50718689,36000,10.491302,R,2,0,53,1,0,1,1,4,1
21340179J,87,83.91640472,25000,10.1266711,M,1,0,62,1,0,1,1,7,1
21353765Y,100,51.2759285,,,M,2,0,67,1,0,1,1,8,1
21354863F,93,43.31732941,30000,10.30898599,M,1,0,69,1,0,1,1,5,1
21355538F,38,89.45158386,50000,10.81979828,A,2,0,57,1,0,1,1,6,1
21360332A,60,88.30472565,40000,10.59665973,S,2,0,55,1,0,1,1,4,1
21368854L,51,114.7896271,21000,9.952325335,R,2,0,80,0,0,1,1,4,1
21370122C,65,168.1369934,,,M,2,0,83,1,0,1,1,4,1
21370264G,19,54.1917305,60000,11.00211651,R,2,1,49,1,0,1,1,4,1
21372979H,35,29.6738472,75000,11.22525673,A,2,1,47,1,0,1,1,7,1
21373305F,98,171.8981934,,,M,2,2,43,0,0,1,1,7,1
21373858E,61,29.83036995,42000,10.64544871,A,3,0,51,1,0,1,1,4,1
21378788A,48,687.0886231,75000,11.22525673,S,2,2,33,0,0,1,1,4,1
21383762A,9,248.6482086,38000,10.54536775,M,2,0,81,0,1,1,1,3,1
21385887F,78,91.0644455,,,A,2,0,87,1,0,1,1,4,1
21389289K,65,572.010376,,,M,2,0,49,1,0,1,1,4,1
21389520H,83,211.9654236,8000,8.987321813,M,1,1,36,1,1,1,0,6,2
21390900K,53,7.003391743,,,A,1,0,65,1,0,1,1,4,1
21391045E,98,76.60231018,67000,11.11246282,M,1,0,39,0,0,1,1,7,2
21391281J,46,87.5423584,,,M,2,0,71,0,0,1,1,5,1
21392726K,103,695.3408203,50000,10.81979828,S,4,1,24,1,0,0,1,6,1
21394448J,86,104.1638489,28000,10.2399955,M,1,0,69,1,0,1,1,8,1
21397263J,13,151.8702393,,,A,2,0,60,1,0,1,1,8,1
21399752K,55,250.7488251,80000,11.28979441,A,3,0,51,0,0,1,1,7,1
21403784E,61,25.12908745,12000,9.392745259,A,1,0,44,0,0,0,1,4,3
21406594B,17,55.29415894,51000,10.83960052,R,2,0,61,1,0,1,1,7,1
21408825K,11,59.01938248,28000,10.2399955,R,2,0,69,1,0,1,1,4,1
21409272E,35,67.02427673,45000,10.71443999,A,2,3,31,1,0,1,1,5,1
21410368E,69,45.75823212,50000,10.81979828,R,2,0,52,1,0,1,1,5,1
21412606K,9,49.8746376,,,M,1,0,81,1,0,1,1,7,1
21412721H,87,48.68045425,120000,11.69525536,M,2,1,54,1,0,1,1,7,2
21418285E,77,60.13942337,35000,10.46313191,R,1,0,57,1,0,1,0,8,1
21418941H,35,22.98676491,,,A,2,0,60,1,0,1,1,4,1
21419526F,59,244.5196381,43000,10.66897865,A,1,3,24,0,0,1,0,4,1
21421444H,55,130.3128662,,,A,2,0,73,1,0,1,1,4,1
21422046L,99,34.87968063,60000,11.00211651,M,2,0,63,1,0,1,1,7,2
21422161J,84,689.0342407,35000,10.46313191,M,1,0,33,0,0,1,0,6,2
21427645G,103,640.0948486,32000,10.37352243,R,2,0,57,0,0,1,1,4,1
21430863J,35,39.5391655,,,A,2,0,67,0,1,1,1,2,1
21433756L,59,85.41379547,36000,10.491302,A,2,2,39,1,0,1,1,4,1
21434912A,82,107.0622635,32000,10.37352243,R,3,0,45,1,0,1,1,4,1
21437532J,3,40.70389938,,,R,2,0,73,1,0,1,1,4,1
21437805C,92,355.3815308,27000,10.20362918,M,2,2,43,1,0,1,0,5,1
21440913Y,83,667.992981,150000,11.91839724,M,2,0,43,0,0,1,1,7,1
21444928C,72,105.2378922,,,S,1,0,64,1,0,1,1,4,1
21445906G,98,59.78714371,600,6.398594935,M,1,0,56,0,0,0,1,6,1
21454513B,45,88.82807922,100000,11.51293547,S,3,0,52,1,0,1,0,8,1
21456269E,70,110.8400726,85000,11.3504183,R,2,2,37,0,0,1,1,6,1
21461078B,94,39.1578064,19000,9.852246888,M,2,3,40,1,1,1,0,6,2
21462085C,92,69.45600891,46000,10.73641841,M,1,0,64,1,0,1,1,8,1
21464071L,85,65.69690704,9600,9.169622539,M,1,0,44,1,1,1,0,4,2
21470888F,5,210.1662293,80000,11.28979441,A,2,0,39,0,0,1,0,8,1
21472863B,81,53.38721848,15000,9.615872145,S,1,0,68,0,0,1,0,7,1
21473923G,20,451.6138611,68000,11.12727769,S,2,0,40,0,0,1,1,7,1
21474628H,46,51.27703095,9600,9.169622539,M,1,0,95,1,1,1,1,3,2
21487698B,96,465.7140198,52000,10.85901823,M,2,0,43,1,0,1,0,4,1
21489180B,101,194.2533112,,,S,2,3,24,1,0,0,0,4,3
21493871L,101,61.8946991,50000,10.81979828,M,2,0,66,1,0,1,0,6,3
21494352W,85,145.3963928,17000,9.741027445,M,1,1,40,1,0,1,0,5,2
21497814K,103,447.3627625,32000,10.37352243,M,2,1,45,1,0,0,0,8,1
21499224J,87,157.147934,36000,10.491302,M,2,2,39,1,0,1,1,5,2
21499296C,84,216.87323,,,M,2,0,77,1,0,1,1,5,1
21499999T,83,447.1040649,60000,11.00211651,M,1,0,56,0,0,1,1,4,1
21500088C,85,25.95031929,200000,12.20607765,M,1,0,62,1,0,1,1,8,1
21501683F,40,130.8444214,46800,10.75365985,S,1,0,67,1,1,1,1,6,1
21502323K,46,90.86684418,,,M,1,2,31,1,0,0,0,4,2
21503013J,46,32.67989349,,,M,1,0,88,1,0,1,1,7,1
21503869C,84,156.7012482,28000,10.2399955,M,2,0,44,1,0,0,1,4,2
21506181Y,98,68.95318604,60000,11.00211651,M,1,0,56,0,0,1,1,6,1
21511739E,36,203.870575,,,R,2,1,37,0,0,0,0,4,1
21511768B,84,52.10850525,40000,10.59665973,M,1,0,79,0,0,1,1,7,1
21513503C,46,119.6823883,12000,9.392745259,M,1,0,47,0,0,0,0,4,2
21516207H,75,11.69717121,31000,10.34177474,R,1,0,62,1,0,1,1,4,1
21516788A,63,43.70911789,,,R,2,0,67,0,0,1,1,6,1
21516821H,44,37.85290527,15000,9.615872145,M,2,0,54,1,0,1,1,7,1
21519883E,19,211.9321137,45000,10.71443999,R,2,0,59,0,0,1,1,4,1
21519915L,88,96.69465637,,,M,2,2,47,0,0,1,1,8,1
21522081B,9,220.167572,,,M,4,1,50,1,0,1,1,5,1
21524509A,97,165.8410645,,,M,4,5,42,1,0,1,1,8,1
21525780A,71,669.7415161,17900,9.792611856,M,2,0,30,0,1,1,1,4,1
21526579G,68,44.76767349,25000,10.1266711,A,2,0,58,1,1,1,1,5,1
21526865E,68,27.56625938,,,A,1,0,55,1,0,0,1,7,1
21529836F,87,286.3441467,150000,11.91839724,M,2,0,55,0,0,1,1,4,1
21531822K,90,564.0790405,100000,11.51293547,M,2,0,25,1,0,1,1,4,1
21533594C,46,36.06568909,35000,10.46313191,M,1,0,61,1,0,1,1,5,1
21534365L,66,197.9863739,100000,11.51293547,A,2,0,49,0,0,1,1,4,1
21536470H,92,142.6028442,,,M,2,1,28,1,0,0,0,4,3
21539413C,58,40.07328415,38000,10.54536775,R,3,0,57,0,0,0,1,8,1
21539963C,86,140.1498413,,,M,1,0,67,1,0,1,1,8,1
21539978F,87,124.2648315,,,M,1,1,30,1,0,1,0,8,2
21540975G,98,63.88011551,20000,9.903537551,M,1,1,38,0,0,1,1,7,1
21544774H,102,123.5152741,80000,11.28979441,M,1,0,61,1,0,1,1,8,4
215447979,103,648.1298218,,,M,1,3,49,1,1,1,0,3,2
21549238A,98,158.6637573,100000,11.51293547,M,2,2,32,1,0,1,1,5,1
21551080H,85,51.90063858,150000,11.91839724,M,2,0,51,1,0,1,1,8,1
21551507H,103,560.8286743,75000,11.22525673,M,2,0,40,1,0,1,1,5,1
21561364K,14,128.6004639,,,R,2,1,38,1,0,1,1,7,1
21562233K,73,156.5993042,,,A,1,0,75,0,0,1,1,2,1
21563373K,16,24.61275291,,,A,1,4,35,1,1,1,1,4,1
21565398E,98,31.82554627,50000,10.81979828,M,1,0,65,1,0,1,1,8,1
21565716J,71,752.142395,45000,10.71443999,M,1,0,23,0,0,1,0,7,2
21567459E,18,57.80677033,75000,11.22525673,R,2,3,47,0,0,1,1,6,1
21568170H,71,71.88891602,7668,8.944941508,M,1,0,54,0,1,1,1,4,1
21569960F,103,672.5356445,60000,11.00211651,M,2,0,46,0,0,1,1,4,1
21571054P,85,59.62688828,,,M,1,0,63,1,0,1,1,8,1
21571540J,95,330.7883606,999997,13.81550856,M,2,0,64,1,0,1,1,4,1
21572636A,40,672.130127,55000,10.91510665,S,2,0,64,0,0,1,1,5,1
21575191B,81,89.38532257,,,S,3,2,50,1,1,1,1,6,1
21576941B,79,81.51913452,75000,11.22525673,R,2,0,46,1,0,1,1,4,1
21578221A,12,35.20297241,10500,9.25922577,S,1,0,66,1,0,1,1,6,1
21578993K,49,27.32725906,,,A,2,0,58,0,0,1,1,4,1
21579009G,94,495.9042053,0,0,R,1,0,18,1,0,1,0,5,1
21581188A,74,224.9460144,48000,10.77897712,S,2,0,62,0,0,1,1,4,1
21582651H,13,94.31272888,45000,10.71443999,A,2,3,37,1,1,1,1,4,1
21585165L,13,114.5960236,,,A,1,0,80,1,0,1,0,2,1
21585694C,39,61.85821915,36000,10.491302,R,2,0,68,1,0,1,1,5,1
21585779C,67,20.54716873,78000,11.26447693,R,1,2,36,1,0,1,1,8,1
21586294L,15,63.0957222,27000,10.20362918,A,1,1,45,1,0,1,1,4,1
21587448J,81,107.5590591,147000,11.89819467,S,2,3,35,1,0,1,1,8,1
21591280C,51,219.5357666,30000,10.30898599,S,3,0,58,1,1,1,1,4,1
21592954L,97,97.79666138,60000,11.00211651,M,2,0,63,1,0,1,1,4,2
21594068E,98,52.20881653,65000,11.08215793,M,2,0,58,1,0,1,1,5,1
21597689E,86,228.8951569,,,R,2,0,90,1,0,1,1,5,1
21597713G,48,336.7173767,51000,10.83960052,S,1,0,37,1,0,1,1,7,1
21599664A,3,774.3040161,,,R,3,0,18,0,0,1,1,3,1
21601356F,4,118.7526474,100000,11.51293547,R,2,0,63,0,0,1,1,8,1
21603880K,18,70.11490631,,,R,3,3,49,1,0,1,1,4,1
21603977B,17,63.74695206,32000,10.37352243,R,1,3,32,1,1,1,0,5,1
21607156F,74,93.86405182,105000,11.56172515,S,2,6,43,0,0,1,1,7,1
21608658K,98,88.87143707,,,M,2,0,50,0,0,1,1,5,1
21609868H,21,83.39719391,,,R,2,0,81,1,0,1,1,4,1
21613353K,86,672.4998169,,,M,3,2,35,1,0,1,1,4,1
21614896E,85,101.6008453,160000,11.98293534,M,2,0,76,0,0,1,0,8,1
21615274C,28,31.20918846,,,A,1,1,66,1,0,1,1,4,1
21619384A,91,37.59538651,56000,10.93312483,M,1,1,54,1,0,1,1,8,1
21621244H,77,157.8181458,140000,11.84940484,R,2,0,61,0,0,1,1,8,1
21622032K,3,88.51615143,39000,10.57134257,R,2,0,74,1,0,1,1,4,1
21631731C,92,124.0062103,,,M,1,0,76,1,0,1,1,4,1
21633526K,38,510.4526367,26000,10.16589028,A,1,0,24,0,0,1,0,4,1
21642335K,74,28.87915421,85000,11.3504183,S,2,0,29,1,0,1,1,8,1
21642908A,63,49.22566223,50000,10.81979828,R,3,3,42,1,0,1,1,6,1
21647652G,80,52.06204224,,,R,2,0,84,1,0,1,1,5,1
21656176A,86,425.7894898,,,M,2,0,62,1,0,1,1,4,1
21658162J,103,627.3813477,,,M,2,0,47,0,0,0,0,4,2
21658980J,44,92.55505371,7000,8.853808275,M,1,1,44,1,1,1,0,4,2
21659920K,94,58.24917221,,,M,2,0,54,1,1,1,0,3,2
21661737B,71,175.5527344,90000,11.40757606,M,2,2,38,1,0,1,1,8,1
21662131C,35,86.95264435,40000,10.59665973,A,2,2,30,1,0,1,0,5,1
21663841G,21,141.9553375,75000,11.22525673,R,2,4,34,1,0,1,1,7,1
21664308H,93,58.49208832,,,M,1,0,42,0,0,1,1,8,1
21665832J,44,55.47891235,65000,11.08215793,M,2,1,44,1,0,1,1,8,1
21666012F,44,34.14425278,35000,10.46313191,M,2,0,68,0,0,1,1,5,1
21666509E,17,140.7485962,,,R,2,0,64,0,0,1,1,4,1
21666917A,94,10.61854363,24000,10.08585078,M,1,0,68,1,0,1,1,4,2
21670766E,81,124.9213257,113000,11.63515195,S,2,0,64,0,0,1,1,8,1
21685822F,66,77.78044891,120000,11.69525536,A,2,0,59,1,0,1,1,6,1
21692870B,31,33.21790695,30000,10.30898599,A,2,0,53,1,0,1,1,4,1
21695403F,41,93.24958038,,,A,2,0,74,1,0,1,1,4,1
21700190C,98,89.40345764,65000,11.08215793,M,1,0,48,0,0,1,1,4,1
21700976K,44,56.77935791,70000,11.15626481,M,3,1,51,1,0,1,1,5,1
21702495A,37,57.89228821,25000,10.1266711,A,3,1,48,1,0,1,1,4,1
21702539L,10,54.23000336,69000,11.14187628,A,3,0,54,1,0,1,1,5,1
21702696P,44,659.3555908,,,M,2,1,37,0,0,1,1,4,1
21703351T,100,42.1095314,228,5.433722004,M,1,1,23,1,1,1,0,4,2
21704867J,87,168.7387085,70000,11.15626481,M,3,1,51,1,0,1,1,6,1
21707251J,9,185.8565826,1542,7.341483852,S,1,0,31,1,1,1,0,7,1
21707509E,93,87.17134857,9000,9.105090961,M,2,1,52,1,1,1,0,5,2
21708117B,71,410.2223511,40000,10.59665973,M,2,0,62,0,0,1,1,4,1
21710647A,81,280.20401,520000,13.16158601,S,3,0,51,0,0,1,1,4,1
21710700A,103,695.3408203,80000,11.28979441,M,4,0,23,1,0,1,1,7,1
21712535F,98,80.98407745,1380,7.230563153,M,1,0,28,1,1,1,0,5,1
21714983G,41,381.0267029,7200,8.881975184,A,2,0,44,0,0,1,0,4,1
21715795E,49,18.27467156,70000,11.15626481,A,2,0,59,0,0,1,1,8,1
21716599A,36,86.1156311,100000,11.51293547,R,2,1,56,0,0,1,1,6,1
21718231E,3,169.7967529,100000,11.51293547,R,2,2,61,0,0,1,1,4,1
21723483F,86,206.3693085,13000,9.472781557,M,2,2,36,1,0,0,0,4,3
21725160A,90,287.9133911,7000,8.853808275,M,1,1,27,1,1,1,0,4,1
21725331A,31,11.34507656,,,A,1,0,60,1,0,1,1,4,1
21726666H,85,260.9548035,24000,10.08585078,M,1,0,57,0,0,0,1,3,2
21726981C,10,23.01325035,65000,11.08215793,A,2,0,59,1,0,1,1,4,1
21729048E,100,17.65468979,,,M,2,0,76,1,0,1,1,4,2
21732928H,46,111.2469101,15600,9.655090294,M,1,0,72,1,0,1,1,2,1
21733711E,55,138.7819824,25000,10.1266711,A,2,3,37,1,0,1,0,6,1
21736826E,103,648.6305542,120000,11.69525536,M,4,0,52,0,0,1,1,7,1
21741041C,91,45.62769699,,,M,1,0,83,0,0,1,1,5,1
21741093E,39,82.85238648,,,R,2,0,78,0,0,1,1,8,1
21744079H,71,336.7753906,,,M,1,0,36,0,0,1,1,4,1
21744750K,13,90.80918121,,,A,1,2,28,1,0,0,0,6,1
21746010E,90,683.6616821,252000,12.43718834,M,1,0,23,1,0,1,0,7,2
21747871E,93,95.61042786,175000,12.07254697,M,2,2,48,1,0,1,1,7,1
21748360B,100,25.95938683,0,0,M,2,0,49,1,0,0,0,4,2
21750490F,14,262.5786133,20000,9.903537551,R,2,1,23,1,1,1,0,4,1
21750771A,85,364.8083191,,,M,5,0,50,1,0,1,0,4,2
21751038E,30,52.30326843,31000,10.34177474,R,3,0,61,1,0,1,0,4,1
21751953E,15,774.3040161,,,A,4,0,22,0,0,1,1,4,1
21752538B,82,19.2699604,2900,7.972810784,R,1,0,62,1,0,1,1,7,1
21752702A,87,56.24623871,30000,10.30898599,M,1,0,59,1,0,1,1,8,1
21752965L,87,192.425354,70000,11.15626481,M,2,0,56,0,0,1,1,5,2
21763808J,77,100.993103,150000,11.91839724,R,2,3,40,1,0,1,1,7,1
21765681A,42,351.2705994,150000,11.91839724,S,2,0,63,1,0,1,1,4,1
21767442E,94,26.21255684,10440,9.253495642,M,2,0,63,1,0,0,0,6,1
21768375X,98,134.929184,,,M,1,0,53,1,1,1,0,3,1
21770358G,14,49.51885986,48000,10.77897712,R,1,0,58,0,0,1,0,6,1
21773789F,93,70.06546783,,,M,2,0,42,1,0,1,1,6,1
21774239J,69,36.39588165,10908,9.297343416,R,1,0,82,1,0,1,0,4,1
21776360H,77,105.7791824,,,A,2,0,73,0,0,1,1,7,1
21778396B,71,570.9907837,,,M,2,0,44,1,1,1,0,3,1
21779353J,97,114.6804428,35000,10.46313191,M,2,2,39,1,0,1,1,5,2
21783284B,87,286.3441467,34000,10.43414522,M,2,0,52,0,0,1,1,4,1
21785299L,103,623.9781494,30000,10.30898599,S,1,0,67,0,0,1,1,6,1
21785976L,94,77.9537735,32000,10.37352243,M,2,2,43,0,1,1,0,4,1
21787288G,81,107.5590591,120000,11.69525536,S,2,2,42,1,0,1,1,8,1
21788148B,8,50.31305313,11400,9.34145635,A,3,0,66,0,0,1,1,4,1
21789039B,78,133.2758331,55000,10.91510665,A,2,3,31,1,0,1,1,4,2
21789556B,103,687.0886231,68000,11.12727769,R,2,1,30,0,0,1,1,4,1
21796185B,85,62.02552414,144000,11.87757552,M,1,0,84,1,0,1,1,4,2
21799903A,44,38.72418976,100000,11.51293547,M,2,0,57,1,0,1,1,4,1
21800184H,41,85.28701019,0,0,A,2,0,67,0,0,1,1,6,1
21804460L,86,635.4208984,12000,9.392745259,S,1,0,23,1,0,0,0,4,2
21808704K,32,22.75778198,72000,11.18443529,R,2,0,64,1,0,1,1,5,1
21810322E,85,57.30752945,15456,9.645817254,M,1,0,56,0,0,1,0,7,1
21810833K,46,162.9230499,110000,11.60824474,M,2,0,27,1,0,1,1,6,1
21810894E,18,86.44207764,110000,11.60824474,R,2,0,55,0,0,1,1,4,1
21810984G,37,73.72882843,25000,10.1266711,A,2,3,34,1,1,1,0,4,1
21813534E,98,223.0087891,,,M,2,0,38,0,0,1,0,5,1
21815061H,71,106.9257889,,,M,1,0,82,1,0,1,1,4,1
21819857B,3,52.21512985,20000,9.903537551,R,1,0,61,0,0,0,1,7,1
21820046L,99,98.61958313,75000,11.22525673,M,2,1,39,0,0,1,1,8,1
21821623E,65,304.4320068,,,M,2,0,63,1,0,1,0,4,1
21823378C,77,73.74313355,12900,9.465060107,R,1,0,76,1,0,1,0,4,1
21824380K,89,256.6274109,90000,11.40757606,M,2,2,57,1,0,1,1,6,1
21826368F,47,213.7769318,,,R,2,0,77,0,0,1,0,7,1
21829136K,103,683.6616821,,,M,3,0,18,1,0,0,0,3,2
21832990A,68,85.02987671,,,A,1,0,66,1,0,1,1,3,1
21833101B,100,19.88256455,9000,9.105090961,M,1,0,43,1,0,0,0,4,2
21837817B,98,567.5576782,80000,11.28979441,M,3,1,47,1,0,1,1,6,1
21838298L,18,108.2121658,0,0,R,3,1,44,1,0,0,1,4,1
21838532H,63,65.34706116,80000,11.28979441,R,2,6,44,1,0,1,1,6,1
21839847K,103,564.2645264,13000,9.472781557,M,2,0,56,1,1,1,0,3,2
21842399A,68,55.13251877,,,A,2,0,61,1,0,1,1,6,1
21842997K,98,615.1506348,20000,9.903537551,M,2,0,27,0,0,1,0,6,2
21843118H,84,42.93531036,30000,10.30898599,M,1,1,50,1,0,1,1,8,1
21843358C,2,75.01865387,1300,7.170888479,M,1,0,66,1,0,1,0,4,1
21846046B,10,179.5975494,13000,9.472781557,A,4,2,41,1,0,0,0,4,1
21848080J,72,336.1734619,7000,8.853808275,S,3,1,43,1,0,1,1,6,1
21848349E,46,148.9272614,50000,10.81979828,M,3,0,46,1,0,1,1,4,1
21852163A,1,23.35147286,17000,9.741027445,A,2,2,28,1,0,1,1,5,1
21855462E,101,403.9229126,14000,9.546884035,M,4,0,35,0,0,0,0,5,3
21858732K,79,47.10682678,,,R,1,0,92,1,0,1,0,4,1
21862260J,28,12.65093613,,,A,1,0,70,1,0,1,1,4,1
21862429F,44,51.07202911,65000,11.08215793,M,1,0,39,1,0,1,1,8,2
21865321A,49,20.50432396,50000,10.81979828,A,2,0,68,0,0,1,1,4,1
21868601C,83,138.7886353,,,M,1,2,46,1,0,1,1,7,1
21874503F,24,54.68574524,12000,9.392745259,S,2,0,67,1,0,1,1,7,1
21875168K,71,364.0095215,,,M,2,1,29,1,0,1,1,7,1
21875190G,8,33.98933792,8000,8.987321813,A,1,0,61,0,0,0,1,4,1
21877060B,41,116.0229721,19200,9.86271764,A,2,1,31,1,0,0,1,4,1
21879374E,81,107.5590591,60000,11.00211651,S,2,2,35,1,0,1,1,6,1
